mission_id,task_label,task_id,tier,content,response_type,user_id,created_at
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Prethinking-Ideas,e9c4052e0703,A,"This task made me think about how math connects to pattern recognition in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:00:00.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Prethinking-Ideas,e9c4052e0703,B,"This reminds me of how equity in access can show up in ways we don’t expect.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:00:01.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Prethinking-Ideas,e9c4052e0703,C,"This task made me think about how math connects to student agency in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:00:02.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Prethinking-Questions,4c8013589cbb,A,"I’d remix this to explore how real-world application impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:00:03.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Prethinking-Questions,4c8013589cbb,B,"This task made me think about how math connects to student agency in the real world.",Prethinking-Questions,exemplar-seed,2025-05-07T13:00:04.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Prethinking-Questions,4c8013589cbb,C,"I’d remix this to explore how systems thinking impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:00:05.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Reflection,5e7923a3b676,A,"I’d remix this to explore how ethical design impacts my community.",Reflection,exemplar-seed,2025-05-07T13:00:06.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Reflection,5e7923a3b676,B,"This reminds me of how equity in access can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:00:07.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Reflection,5e7923a3b676,C,"This reminds me of how ethical design can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:00:08.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Remix,cfb5d8180a9c,A,"This task made me think about how math connects to pattern recognition in the real world.",Remix,exemplar-seed,2025-05-07T13:00:09.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Remix,cfb5d8180a9c,B,"This reminds me of how pattern recognition can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:00:10.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Remix,cfb5d8180a9c,C,"This task made me think about how math connects to pattern recognition in the real world.",Remix,exemplar-seed,2025-05-07T13:00:11.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 1,a70e5d92f3c9,A,"I’d remix this to explore how calculus reasoning impacts my community.",Task 1,exemplar-seed,2025-05-07T13:00:12.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 1,a70e5d92f3c9,B,"This task made me think about how math connects to pattern recognition in the real world.",Task 1,exemplar-seed,2025-05-07T13:00:13.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 1,a70e5d92f3c9,C,"This reminds me of how student agency can show up in ways we don’t expect.",Task 1,exemplar-seed,2025-05-07T13:00:14.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 2,29a948b6fd47,A,"This task made me think about how math connects to pattern recognition in the real world.",Task 2,exemplar-seed,2025-05-07T13:00:15.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 2,29a948b6fd47,B,"I’d remix this to explore how creative remix impacts my community.",Task 2,exemplar-seed,2025-05-07T13:00:16.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 2,29a948b6fd47,C,"This task made me think about how math connects to structural injustice in the real world.",Task 2,exemplar-seed,2025-05-07T13:00:17.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 3,122e3038d1a3,A,"This task made me think about how math connects to systems thinking in the real world.",Task 3,exemplar-seed,2025-05-07T13:00:18.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 3,122e3038d1a3,B,"This reminds me of how statistical insight can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:00:19.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 3,122e3038d1a3,C,"I’d remix this to explore how equity in access impacts my community.",Task 3,exemplar-seed,2025-05-07T13:00:20.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Prethinking-Ideas,a45a6d6fdb18,A,"This reminds me of how structural injustice can show up in ways we don’t expect.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:01:00.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Prethinking-Ideas,a45a6d6fdb18,B,"This reminds me of how real-world application can show up in ways we don’t expect.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:01:01.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Prethinking-Ideas,a45a6d6fdb18,C,"I’d remix this to explore how systems thinking impacts my community.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:01:02.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Prethinking-Questions,924d67eaa95b,A,"I’d remix this to explore how ethical design impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:01:03.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Prethinking-Questions,924d67eaa95b,B,"This reminds me of how structural injustice can show up in ways we don’t expect.",Prethinking-Questions,exemplar-seed,2025-05-07T13:01:04.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Prethinking-Questions,924d67eaa95b,C,"This task made me think about how math connects to statistical insight in the real world.",Prethinking-Questions,exemplar-seed,2025-05-07T13:01:05.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Reflection,61850b4f6c02,A,"I’d remix this to explore how creative remix impacts my community.",Reflection,exemplar-seed,2025-05-07T13:01:06.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Reflection,61850b4f6c02,B,"This reminds me of how statistical insight can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:01:07.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Reflection,61850b4f6c02,C,"This reminds me of how systems thinking can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:01:08.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Remix,1781a58c1c9f,A,"This task made me think about how math connects to creative remix in the real world.",Remix,exemplar-seed,2025-05-07T13:01:09.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Remix,1781a58c1c9f,B,"This task made me think about how math connects to calculus reasoning in the real world.",Remix,exemplar-seed,2025-05-07T13:01:10.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Remix,1781a58c1c9f,C,"This reminds me of how statistical insight can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:01:11.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 1,6a3cd28dc247,A,"This reminds me of how systems thinking can show up in ways we don’t expect.",Task 1,exemplar-seed,2025-05-07T13:01:12.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 1,6a3cd28dc247,B,"This task made me think about how math connects to calculus reasoning in the real world.",Task 1,exemplar-seed,2025-05-07T13:01:13.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 1,6a3cd28dc247,C,"This reminds me of how student agency can show up in ways we don’t expect.",Task 1,exemplar-seed,2025-05-07T13:01:14.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 2,e58c82bb0c93,A,"This reminds me of how systems thinking can show up in ways we don’t expect.",Task 2,exemplar-seed,2025-05-07T13:01:15.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 2,e58c82bb0c93,B,"This task made me think about how math connects to systems thinking in the real world.",Task 2,exemplar-seed,2025-05-07T13:01:16.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 2,e58c82bb0c93,C,"This reminds me of how equity in access can show up in ways we don’t expect.",Task 2,exemplar-seed,2025-05-07T13:01:17.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 3,ec4c1ea23846,A,"This reminds me of how student agency can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:01:18.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 3,ec4c1ea23846,B,"This reminds me of how creative remix can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:01:19.000Z
17df3646-3365-4eff-aa0e-40d826afeceb,Task 3,ec4c1ea23846,C,"This reminds me of how systems thinking can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:01:20.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Prethinking-Ideas,6f7b5df62fe3,A,"I’d remix this to explore how ethical design impacts my community.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:02:00.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Prethinking-Ideas,6f7b5df62fe3,B,"This reminds me of how systems thinking can show up in ways we don’t expect.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:02:01.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Prethinking-Ideas,6f7b5df62fe3,C,"This task made me think about how math connects to statistical insight in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:02:02.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Prethinking-Questions,b6f918f88a9c,A,"This task made me think about how math connects to real-world application in the real world.",Prethinking-Questions,exemplar-seed,2025-05-07T13:02:03.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Prethinking-Questions,b6f918f88a9c,B,"I’d remix this to explore how creative remix impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:02:04.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Prethinking-Questions,b6f918f88a9c,C,"I’d remix this to explore how statistical insight impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:02:05.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Reflection,a3bd1e726a42,A,"This reminds me of how student agency can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:02:06.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Reflection,a3bd1e726a42,B,"This task made me think about how math connects to statistical insight in the real world.",Reflection,exemplar-seed,2025-05-07T13:02:07.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Reflection,a3bd1e726a42,C,"This reminds me of how equity in access can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:02:08.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Remix,7239b8d9b9b1,A,"I’d remix this to explore how systems thinking impacts my community.",Remix,exemplar-seed,2025-05-07T13:02:09.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Remix,7239b8d9b9b1,B,"This reminds me of how equity in access can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:02:10.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Remix,7239b8d9b9b1,C,"This reminds me of how pattern recognition can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:02:11.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 1,4e9b1db3a9b8,A,"This task made me think about how math connects to calculus reasoning in the real world.",Task 1,exemplar-seed,2025-05-07T13:02:12.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 1,4e9b1db3a9b8,B,"This task made me think about how math connects to systems thinking in the real world.",Task 1,exemplar-seed,2025-05-07T13:02:13.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 1,4e9b1db3a9b8,C,"This task made me think about how math connects to pattern recognition in the real world.",Task 1,exemplar-seed,2025-05-07T13:02:14.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 2,ccbdc7a263c6,A,"This task made me think about how math connects to equity in access in the real world.",Task 2,exemplar-seed,2025-05-07T13:02:15.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 2,ccbdc7a263c6,B,"This task made me think about how math connects to ethical design in the real world.",Task 2,exemplar-seed,2025-05-07T13:02:16.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 2,ccbdc7a263c6,C,"I’d remix this to explore how real-world application impacts my community.",Task 2,exemplar-seed,2025-05-07T13:02:17.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 3,af0b6a5c1a0e,A,"This task made me think about how math connects to student agency in the real world.",Task 3,exemplar-seed,2025-05-07T13:02:18.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 3,af0b6a5c1a0e,B,"This reminds me of how equity in access can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:02:19.000Z
57586f9a-f79b-481f-a580-69f687aabb52,Task 3,af0b6a5c1a0e,C,"I’d remix this to explore how calculus reasoning impacts my community.",Task 3,exemplar-seed,2025-05-07T13:02:20.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Prethinking-Ideas,3439c49ec89d,A,"I’d remix this to explore how real-world application impacts my community.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:03:00.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Prethinking-Ideas,3439c49ec89d,B,"This task made me think about how math connects to statistical insight in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:03:01.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Prethinking-Ideas,3439c49ec89d,C,"This reminds me of how equity in access can show up in ways we don’t expect.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:03:02.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Prethinking-Questions,f6896711d39f,A,"This task made me think about how math connects to ethical design in the real world.",Prethinking-Questions,exemplar-seed,2025-05-07T13:03:03.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Prethinking-Questions,f6896711d39f,B,"I’d remix this to explore how structural injustice impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:03:04.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Prethinking-Questions,f6896711d39f,C,"This reminds me of how structural injustice can show up in ways we don’t expect.",Prethinking-Questions,exemplar-seed,2025-05-07T13:03:05.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Reflection,7e9b7fc104b1,A,"I’d remix this to explore how structural injustice impacts my community.",Reflection,exemplar-seed,2025-05-07T13:03:06.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Reflection,7e9b7fc104b1,B,"This task made me think about how math connects to equity in access in the real world.",Reflection,exemplar-seed,2025-05-07T13:03:07.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Reflection,7e9b7fc104b1,C,"This reminds me of how systems thinking can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:03:08.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Remix,1e6ff0a7f12a,A,"I’d remix this to explore how real-world application impacts my community.",Remix,exemplar-seed,2025-05-07T13:03:09.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Remix,1e6ff0a7f12a,B,"This reminds me of how pattern recognition can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:03:10.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Remix,1e6ff0a7f12a,C,"This reminds me of how systems thinking can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:03:11.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 1,139e6c8a0a14,A,"This task made me think about how math connects to creative remix in the real world.",Task 1,exemplar-seed,2025-05-07T13:03:12.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 1,139e6c8a0a14,B,"This task made me think about how math connects to real-world application in the real world.",Task 1,exemplar-seed,2025-05-07T13:03:13.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 1,139e6c8a0a14,C,"This task made me think about how math connects to calculus reasoning in the real world.",Task 1,exemplar-seed,2025-05-07T13:03:14.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 2,5988b38ab3bc,A,"I’d remix this to explore how real-world application impacts my community.",Task 2,exemplar-seed,2025-05-07T13:03:15.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 2,5988b38ab3bc,B,"This reminds me of how ethical design can show up in ways we don’t expect.",Task 2,exemplar-seed,2025-05-07T13:03:16.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 2,5988b38ab3bc,C,"I’d remix this to explore how calculus reasoning impacts my community.",Task 2,exemplar-seed,2025-05-07T13:03:17.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 3,6cfc5d472def,A,"This reminds me of how ethical design can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:03:18.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 3,6cfc5d472def,B,"This reminds me of how calculus reasoning can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:03:19.000Z
fef1716d-2eec-427d-ac7f-2b692d8b92f7,Task 3,6cfc5d472def,C,"I’d remix this to explore how equity in access impacts my community.",Task 3,exemplar-seed,2025-05-07T13:03:20.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Prethinking-Ideas,a4f2571ae936,A,"I’m thinking about how probability can measure waiting time — not just chances...",Prethinking-Ideas,exemplar-seed,2025-05-07T13:04:00.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Prethinking-Ideas,a4f2571ae936,B,"This reminds me of waiting to win something — like a game or prize...",Prethinking-Ideas,exemplar-seed,2025-05-07T13:04:01.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Prethinking-Ideas,a4f2571ae936,C,"Sometimes it feels like no matter how many times you try, nothing works...",Prethinking-Ideas,exemplar-seed,2025-05-07T13:04:02.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Prethinking-Questions,f2d44f79fd81,A,"What distinguishes geometric distributions from other types...",Prethinking-Questions,exemplar-seed,2025-05-07T13:04:03.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Prethinking-Questions,f2d44f79fd81,B,"How does probability tell us how many tries we’ll need to succeed?",Prethinking-Questions,exemplar-seed,2025-05-07T13:04:04.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Prethinking-Questions,f2d44f79fd81,C,"Why do rare things feel so impossible, even if we know they’re possible?",Prethinking-Questions,exemplar-seed,2025-05-07T13:04:05.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Reflection,5ef2d3c30a0f,A,"I realized that probability isn’t just about games. It’s about how long people wait...",Reflection,exemplar-seed,2025-05-07T13:04:06.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Reflection,5ef2d3c30a0f,B,"This helped me understand how rare events are part of a pattern...",Reflection,exemplar-seed,2025-05-07T13:04:07.000Z
182b2688-0a78-4dc5-9981-35d57f0b7d68,Reflection,5ef2d3c30a0f,C,"I never knew math could explain waiting. It made me feel less alone...",Reflection,exemplar-seed,2025-05-07T13:04:08.000Z
